origin,horizon,window_length,ridge,validation_raw_rmse,validation_w2,n_validation_targets,validation_target_start,validation_target_stop
3,3,48,1.0,0.43711422301971287,18.259589251399294,54,256,310
3,3,48,10.0,0.46278725033232887,19.239030711412507,54,256,310
3,3,72,1e-06,0.7187501733644952,45.679686119601186,54,256,310
3,3,72,0.0001,0.6890685961650166,40.961844329774706,54,256,310
3,3,72,0.001,0.4925275449555176,22.92009764760592,54,256,310
3,3,72,0.01,0.3794779393024108,16.12725688871776,54,256,310
3,3,72,0.1,0.39069676903415357,16.19468935389968,54,256,310
3,3,72,1.0,0.46485790176268743,19.60737284187189,54,256,310
3,3,72,10.0,0.5109688669822096,21.992464192708752,54,256,310
3,4,24,1e-06,0.6690705996075507,45.02684868364922,54,256,310
3,4,24,0.0001,0.6654706215268242,44.52656523946339,54,256,310
3,4,24,0.001,0.631639158631672,39.947106817333,54,256,310
3,4,24,0.01,0.4673777329476407,22.006260358972035,54,256,310
3,4,24,0.1,0.3768815695124043,14.998982155624462,54,256,310
3,4,24,1.0,0.3988510886673761,16.41911832449317,54,256,310
3,4,24,10.0,0.4027228625715978,16.64727936469029,54,256,310
3,4,48,1e-06,0.6570965356930073,39.00461761228276,54,256,310
3,4,48,0.0001,0.6262299090217154,35.493242447486075,54,256,310
3,4,48,0.001,0.5236891285850025,24.7484369148179,54,256,310
3,4,48,0.01,0.3935460519771396,15.983785778778234,54,256,310
3,4,48,0.1,0.3982652846107814,15.917512404556602,54,256,310
3,4,48,1.0,0.45436915436472197,18.89358896326758,54,256,310
3,4,48,10.0,0.4703062351947744,19.603065192126014,54,256,310
3,4,72,1e-06,0.7181420573960634,45.63244908463884,54,256,310
3,4,72,0.0001,0.6600297477750794,38.59247980959906,54,256,310
3,4,72,0.001,0.48818013464300614,21.819026397670914,54,256,310
3,4,72,0.01,0.38289690098121415,15.547205339653067,54,256,310
3,4,72,0.1,0.40937111452158875,16.483876799600996,54,256,310
3,4,72,1.0,0.4876510429715964,20.669597640952812,54,256,310
3,4,72,10.0,0.5169925075630691,22.34171595589769,54,256,310
3,5,24,1e-06,0.6690643231022534,45.02511882081398,54,256,310
3,5,24,0.0001,0.6648415895292622,44.366954073330604,54,256,310
3,5,24,0.001,0.6276142124356519,39.238550182146625,54,256,310
3,5,24,0.01,0.4618800286177488,21.44235960043449,54,256,310
3,5,24,0.1,0.386670348662901,15.365680432880698,54,256,310
3,5,24,1.0,0.40124880857592077,16.28159598259508,54,256,310
3,5,24,10.0,0.40289471056808773,16.401057020480188,54,256,310
3,5,48,1e-06,0.6572827236695546,39.018789861820906,54,256,310
3,5,48,0.0001,0.6345717394505416,36.01916643166489,54,256,310
3,5,48,0.001,0.5144069300761562,23.559035067703118,54,256,310
3,5,48,0.01,0.4007326382526899,15.826901042865234,54,256,310
3,5,48,0.1,0.42150194778015837,16.83993436251162,54,256,310
3,5,48,1.0,0.46753627537031844,19.479702733825928,54,256,310
3,5,48,10.0,0.4786056368939035,20.075428281565866,54,256,310
3,5,72,1e-06,0.7185900661985934,45.667247592955135,54,256,310
3,5,72,0.0001,0.6714758783552026,39.49002627719175,54,256,310
3,5,72,0.001,0.49216729770183604,21.86180367921781,54,256,310
3,5,72,0.01,0.3969021918829379,15.873382327320344,54,256,310
3,5,72,0.1,0.43382126809409954,17.506000304890254,54,256,310
3,5,72,1.0,0.501692032042804,21.337092344745777,54,256,310
3,5,72,10.0,0.5207095231609018,22.52885968489182,54,256,310
4,3,24,1e-06,0.533248508600338,26.866066320726517,54,299,353
4,3,24,0.0001,0.5314248898043257,26.55758714207302,54,299,353
4,3,24,0.001,0.5104204461880182,23.883445762673812,54,299,353
4,3,24,0.01,0.36476081596166743,12.60831753789138,54,299,353
4,3,24,0.1,0.28035047907882504,8.212982297406041,54,299,353
4,3,24,1.0,0.29311144403113465,8.891901721246622,54,299,353
4,3,24,10.0,0.3078310155507439,9.575748159447016,54,299,353
4,3,48,1e-06,0.8114238662483447,50.03723752817781,54,299,353
4,3,48,0.0001,0.7946918861144072,47.47773495732523,54,299,353
4,3,48,0.001,0.570100123680975,25.4531656611203,54,299,353
4,3,48,0.01,0.31279568793335705,9.63059511790593,54,299,353
4,3,48,0.1,0.2866417404642674,8.339948031646797,54,299,353
4,3,48,1.0,0.35675868825686563,11.553622522566654,54,299,353
4,3,48,10.0,0.4506896533177231,16.174632326740678,54,299,353
4,3,72,1e-06,1.0298807768852303,79.10690970014532,54,299,353
4,3,72,0.0001,0.9199777103581585,61.973729542997546,54,299,353
4,3,72,0.001,0.4688789579520137,18.39575131329949,54,299,353
4,3,72,0.01,0.304389969607173,9.313546888360044,54,299,353
4,3,72,0.1,0.30031448851691145,9.016798723139127,54,299,353
4,3,72,1.0,0.39427874517041994,13.458991056296988,54,299,353
4,3,72,10.0,0.5875397678546667,24.746391637117053,54,299,353
4,4,24,1e-06,0.5332225143369528,26.86486056716016,54,299,353
4,4,24,0.0001,0.5290115678763909,26.442495760810612,54,299,353
4,4,24,0.001,0.4984911045436056,23.206033314362827,54,299,353
4,4,24,0.01,0.3663660823630903,12.481351922274959,54,299,353
4,4,24,0.1,0.29564100114844494,8.743567839018555,54,299,353
4,4,24,1.0,0.3071753099939305,9.519228046105216,54,299,353
4,4,24,10.0,0.31624291206856414,9.908166131416282,54,299,353
4,4,48,1e-06,0.8107107182001416,49.96549060438293,54,299,353
4,4,48,0.0001,0.7536203712597702,43.47825644525511,54,299,353
4,4,48,0.001,0.5708795631564927,25.49347903527044,54,299,353
4,4,48,0.01,0.3434172699917692,10.793675190448244,54,299,353
4,4,48,0.1,0.3231078568167781,9.774979931166078,54,299,353
4,4,48,1.0,0.3986542145460621,13.65624750607019,54,299,353
4,4,48,10.0,0.4680790192749628,17.182761819856374,54,299,353
4,4,72,1e-06,1.0275376460355576,78.80357180242943,54,299,353
4,4,72,0.0001,0.8753387728738999,57.1602007981049,54,299,353
4,4,72,0.001,0.5019047306064434,20.46501700989413,54,299,353
4,4,72,0.01,0.3389003622947405,10.728598241168763,54,299,353
4,4,72,0.1,0.33874307295758804,10.723607793730332,54,299,353
4,4,72,1.0,0.44939946713256174,16.4101402841772,54,299,353
4,4,72,10.0,0.6097822165758985,26.373441876989347,54,299,353
4,5,24,1e-06,0.5332401685823692,26.865491523636493,54,299,353
4,5,24,0.0001,0.5304344017785737,26.492383840500725,54,299,353
4,5,24,0.001,0.502479004539242,23.41009828382785,54,299,353
4,5,24,0.01,0.3783962579127251,13.259599201934448,54,299,353
4,5,24,0.1,0.3141786680065427,9.693633974691348,54,299,353
4,5,24,1.0,0.31715400007736544,9.965707664841048,54,299,353
4,5,24,10.0,0.3236688236034923,10.180680528875333,54,299,353
4,5,48,1e-06,0.8112828799543457,50.019940127944295,54,299,353
4,5,48,0.0001,0.772663995564801,45.18984558339489,54,299,353
4,5,48,0.001,0.5768212856864009,25.794513976816944,54,299,353
4,5,48,0.01,0.3735980982263352,12.197343987765636,54,299,353
4,5,48,0.1,0.3625568124753003,11.685244884030524,54,299,353
4,5,48,1.0,0.43302440228279326,15.48897640845158,54,299,353
4,5,48,10.0,0.4837929549011913,18.128410082794986,54,299,353
4,5,72,1e-06,1.0293831421694593,79.04438670767934,54,299,353
4,5,72,0.0001,0.8940704097708014,59.4018994649116,54,299,353
4,5,72,0.001,0.5326681867934014,22.630563339637867,54,299,353
4,5,72,0.01,0.37543544070549567,12.566216596985889,54,299,353
4,5,72,0.1,0.37725573684571917,12.764875760324994,54,299,353
