origin,horizon,source_index,target_index,method,window_length,ridge,min_pred_eig,reference_residual,reference_refreshed,reference_fallback
1,5,237,242,local_bwar,48.0,0.01,0.041739827637608834,5.49318038955511e-10,1.0,0.0
1,5,238,243,local_bwar,48.0,0.01,0.05734629299299982,5.965624315113499e-10,1.0,0.0
1,5,239,244,local_bwar,48.0,0.01,0.10560803421563293,6.872107103968496e-10,1.0,0.0
1,5,240,245,local_bwar,48.0,0.01,0.10984743890467646,7.048620126013557e-10,1.0,0.0
1,5,241,246,local_bwar,48.0,0.01,0.14135260451838477,7.01855277196794e-10,1.0,0.0
1,5,242,247,local_bwar,48.0,0.01,0.11550924983232802,7.427804596105751e-10,1.0,0.0
1,5,243,248,local_bwar,48.0,0.01,0.15267704989807251,8.709688984947927e-10,1.0,0.0
1,5,244,249,local_bwar,48.0,0.01,0.118786815035152,8.323485887976386e-10,1.0,0.0
1,5,245,250,local_bwar,48.0,0.01,0.08516594293907077,8.21848967338148e-10,1.0,0.0
1,5,246,251,local_bwar,48.0,0.01,0.07150461032319871,7.915324230532879e-10,1.0,0.0
1,5,247,252,local_bwar,48.0,0.01,0.07063009825174689,7.877196254345386e-10,1.0,0.0
1,5,248,253,local_bwar,48.0,0.01,0.10458357628908851,8.002242298790293e-10,1.0,0.0
1,5,249,254,local_bwar,48.0,0.01,0.08587218009043947,7.736897326248355e-10,1.0,0.0
