origin,fit_end,val_end,test_end,horizon,source_index,target_index,method,window_length,ridge,raw_rmse,w2,min_pred_eig,reference_residual,reference_refreshed,reference_fallback
3,256,310,353,5,326,331,local_bwar,24.0,0.1,0.6096483600578043,23.51416292266151,0.059461128762252624,2.7759141246158357e-10,1.0,0.0
3,256,310,353,5,326,331,log_euclidean_gaussian_ar,310.0,0.01,0.6447258387537692,16.980341304255376,0.031890929151619465,,,
3,256,310,353,5,326,331,persistence,,,0.3846734446140301,10.385561486190404,0.014791594019338898,,,
3,256,310,353,5,326,331,raw_var_window_ar,72.0,10.0,0.8452161286624881,26.68016060559593,9.999999999998511e-09,,,
3,256,310,353,5,327,332,cholesky_gaussian_ar,310.0,0.01,0.7307697533036617,33.08523989405391,0.03339271944417541,,,
3,256,310,353,5,327,332,euclidean_gaussian_ar,310.0,0.1,0.5925097504891644,33.66464328296846,0.15721439616117405,,,
3,256,310,353,5,327,332,fixed_bwar,310.0,0.01,0.6612618735312646,30.572625154546216,0.08163844745813485,,,
3,256,310,353,5,327,332,local_bwar,24.0,0.1,0.6534724460589476,28.901845596013615,0.054023565956585674,2.598945430284202e-10,1.0,0.0
3,256,310,353,5,327,332,log_euclidean_gaussian_ar,310.0,0.01,0.7366699543765979,24.698453475611807,0.032362315906315886,,,
3,256,310,353,5,327,332,persistence,,,0.44971224022016565,15.140600435247718,0.013780862051123409,,,
3,256,310,353,5,327,332,raw_var_window_ar,72.0,10.0,0.9350512764552767,28.42229369984403,9.999999999955337e-09,,,
3,256,310,353,5,328,333,cholesky_gaussian_ar,310.0,0.01,0.6817270949954781,30.397687667681918,0.03312537444234416,,,
3,256,310,353,5,328,333,euclidean_gaussian_ar,310.0,0.1,0.5353540851088738,30.032292902149862,0.14487055710475374,,,
3,256,310,353,5,328,333,fixed_bwar,310.0,0.01,0.5784395989601439,24.408702477032193,0.07248579129815766,,,
3,256,310,353,5,328,333,local_bwar,24.0,0.1,0.5838273983988741,23.420414468403195,0.05011882713270748,1.9821483293016944e-10,1.0,0.0
3,256,310,353,5,328,333,log_euclidean_gaussian_ar,310.0,0.01,0.7363272078817562,26.167453991332152,0.032706274156846606,,,
3,256,310,353,5,328,333,persistence,,,0.4009233363349418,13.476504890329817,0.01173407681143122,,,
3,256,310,353,5,328,333,raw_var_window_ar,72.0,10.0,0.9154681890664135,27.757875857088344,9.99999999999705e-09,,,
3,256,310,353,5,329,334,cholesky_gaussian_ar,310.0,0.01,0.5172619747196777,15.606703309674403,0.021588147524259825,,,
3,256,310,353,5,329,334,euclidean_gaussian_ar,310.0,0.1,0.42056466847751073,18.436882094234104,0.14048055085101896,,,
3,256,310,353,5,329,334,fixed_bwar,310.0,0.01,0.4890940199121497,15.612716485611399,0.07265736024500352,,,
3,256,310,353,5,329,334,local_bwar,24.0,0.1,0.45647948350669215,12.102890845678624,0.043683927287600635,1.5139789004458167e-10,1.0,0.0
3,256,310,353,5,329,334,log_euclidean_gaussian_ar,310.0,0.01,0.636765731024226,16.330888980581243,0.03586634917058058,,,
3,256,310,353,5,329,334,persistence,,,0.3134401049797886,6.514845073723567,0.005548716771077799,,,
3,256,310,353,5,329,334,raw_var_window_ar,72.0,10.0,0.8295490207265394,28.43476324521339,9.99999999998967e-09,,,
3,256,310,353,5,330,335,cholesky_gaussian_ar,310.0,0.01,0.3702365258282808,8.398767190633716,0.013539899947459806,,,
3,256,310,353,5,330,335,euclidean_gaussian_ar,310.0,0.1,0.265057810423845,10.759344530171687,0.1213413015061788,,,
3,256,310,353,5,330,335,fixed_bwar,310.0,0.01,0.3139851322099231,7.6119091167945845,0.06345831964255809,,,
3,256,310,353,5,330,335,local_bwar,24.0,0.1,0.19343448832870858,3.2435634335928505,0.022491148380052763,1.2540397121659453e-10,1.0,0.0
3,256,310,353,5,330,335,log_euclidean_gaussian_ar,310.0,0.01,0.44464337896105904,8.459783999575132,0.03596440010343092,,,
3,256,310,353,5,330,335,persistence,,,0.156742008404984,3.700495005637245,0.005614980879767345,,,
3,256,310,353,5,330,335,raw_var_window_ar,72.0,10.0,0.7306881811507825,29.862357448223086,9.999999999984742e-09,,,
3,256,310,353,5,331,336,cholesky_gaussian_ar,310.0,0.01,0.2908423059919394,6.456760108042262,0.007442268919002368,,,
3,256,310,353,5,331,336,euclidean_gaussian_ar,310.0,0.1,0.2426961851724235,8.74118275846759,0.07444436293858682,,,
3,256,310,353,5,331,336,fixed_bwar,310.0,0.01,0.262952562931171,5.876617912109522,0.046162396909875156,,,
3,256,310,353,5,331,336,local_bwar,24.0,0.1,0.22820448576304983,5.0958123830204265,0.010833774397272424,1.1494011620696966e-10,1.0,0.0
3,256,310,353,5,331,336,log_euclidean_gaussian_ar,310.0,0.01,0.4013518995078457,7.831874461326383,0.02793315210532299,,,
3,256,310,353,5,331,336,persistence,,,0.3714206130722837,11.14026028584188,0.00459213720498924,,,
3,256,310,353,5,331,336,raw_var_window_ar,72.0,10.0,0.6658737553962559,31.288983303047253,9.999999999987217e-09,,,
3,256,310,353,5,332,337,cholesky_gaussian_ar,310.0,0.01,0.24973189720821537,5.529866391177012,0.0029703217802707137,,,
3,256,310,353,5,332,337,euclidean_gaussian_ar,310.0,0.1,0.2444599909412149,7.9381133210012935,1.0000000341752344e-08,,,
3,256,310,353,5,332,337,fixed_bwar,310.0,0.01,0.2698351258960503,5.783668849516328,0.018444319509047676,,,
3,256,310,353,5,332,337,local_bwar,24.0,0.1,0.2852138719509998,7.284396466777019,0.012275657423441588,1.2329487401794543e-10,1.0,0.0
3,256,310,353,5,332,337,log_euclidean_gaussian_ar,310.0,0.01,0.22527295494060323,4.376811406356788,0.004917634708311987,,,
3,256,310,353,5,332,337,persistence,,,0.49035723225226385,19.204955395783205,0.0021495995346294456,,,
3,256,310,353,5,332,337,raw_var_window_ar,72.0,10.0,0.6483791617278871,31.170685619912476,9.999999999981764e-09,,,
3,256,310,353,5,333,338,cholesky_gaussian_ar,310.0,0.01,0.18358709199534698,3.2500555865460035,0.003942125069286009,,,
3,256,310,353,5,333,338,euclidean_gaussian_ar,310.0,0.1,0.19954562125424505,5.997140416195045,0.021901316384872208,,,
3,256,310,353,5,333,338,fixed_bwar,310.0,0.01,0.20317647610701725,3.4146242643629074,0.017841511368046886,,,
3,256,310,353,5,333,338,local_bwar,24.0,0.1,0.21162212387024737,4.3484288925893235,0.02076038483792814,1.6197989902123897e-10,1.0,0.0
3,256,310,353,5,333,338,log_euclidean_gaussian_ar,310.0,0.01,0.14781857117239092,2.5267977974346696,0.004579675675572542,,,
3,256,310,353,5,333,338,persistence,,,0.431481668911179,14.415189230075292,0.002567990472129686,,,
3,256,310,353,5,333,338,raw_var_window_ar,72.0,10.0,0.6527225389578567,28.530817596448472,9.999999999996195e-09,,,
3,256,310,353,5,334,339,cholesky_gaussian_ar,310.0,0.01,0.1269007912970543,2.208295168450681,0.006083648478307591,,,
3,256,310,353,5,334,339,euclidean_gaussian_ar,310.0,0.1,0.14152286905709854,5.059094352120954,0.07692619831807278,,,
3,256,310,353,5,334,339,fixed_bwar,310.0,0.01,0.12215751674698555,2.14559962155534,0.037474597124017454,,,
3,256,310,353,5,334,339,local_bwar,24.0,0.1,0.10332602143568605,1.7606054102500917,0.032709724704737826,1.8892603147841464e-10,1.0,0.0
3,256,310,353,5,334,339,log_euclidean_gaussian_ar,310.0,0.01,0.22896881626140117,3.432056164398906,0.006494817863721306,,,
3,256,310,353,5,334,339,persistence,,,0.24174903962592112,3.9191415136654433,0.003834653337831247,,,
3,256,310,353,5,334,339,raw_var_window_ar,72.0,10.0,0.6420811415863522,25.32823280840145,9.999999999981796e-09,,,
3,256,310,353,5,335,340,cholesky_gaussian_ar,310.0,0.01,0.17909309155341716,4.081774662166038,0.005671925374323605,,,
3,256,310,353,5,335,340,euclidean_gaussian_ar,310.0,0.1,0.178145831895712,7.42208792409371,0.06151386449728189,,,
3,256,310,353,5,335,340,fixed_bwar,310.0,0.01,0.15787158372288582,3.669878955283675,0.04348532958550805,,,
3,256,310,353,5,335,340,local_bwar,24.0,0.1,0.1554863396110891,3.310767030270008,0.03447016533789844,2.2527195415279933e-10,1.0,0.0
3,256,310,353,5,335,340,log_euclidean_gaussian_ar,310.0,0.01,0.2837383204285779,5.550158976632689,0.00866247339884403,,,
3,256,310,353,5,335,340,persistence,,,0.21613892037015364,5.848002290172892,0.0020259278338282693,,,
3,256,310,353,5,335,340,raw_var_window_ar,72.0,10.0,0.6232210897226205,23.40025652649524,9.999999999986074e-09,,,
3,256,310,353,5,336,341,cholesky_gaussian_ar,310.0,0.01,0.16732997999357677,3.5245122031368608,0.011126788827118256,,,
3,256,310,353,5,336,341,euclidean_gaussian_ar,310.0,0.1,0.16189041708719323,6.53670403155942,0.04273089571449399,,,
3,256,310,353,5,336,341,fixed_bwar,310.0,0.01,0.14292263537097916,2.9454108880170327,0.054904885458382666,,,
3,256,310,353,5,336,341,local_bwar,24.0,0.1,0.13149521730997762,2.5754774483338756,0.036746345058089915,1.8978468464920183e-10,1.0,0.0
3,256,310,353,5,336,341,log_euclidean_gaussian_ar,310.0,0.01,0.214027492389526,3.789536797007422,0.016038760223453546,,,
3,256,310,353,5,336,341,persistence,,,0.27839979764520384,7.113613097472491,0.0037435856463476306,,,
3,256,310,353,5,336,341,raw_var_window_ar,72.0,10.0,0.5471878342759653,26.050747749512198,9.999999999987586e-09,,,
3,256,310,353,5,337,342,cholesky_gaussian_ar,310.0,0.01,0.14678483210437596,3.660154910122172,0.014214991042147782,,,
3,256,310,353,5,337,342,euclidean_gaussian_ar,310.0,0.1,0.1795421876155619,6.575425492382473,0.06445223421977235,,,
3,256,310,353,5,337,342,fixed_bwar,310.0,0.01,0.1815669876591696,4.122700050419889,0.05523223103072289,,,
3,256,310,353,5,337,342,local_bwar,24.0,0.1,0.1015710729395727,2.6047484883288967,0.03126803005386849,1.3392216084466403e-10,1.0,0.0
3,256,310,353,5,337,342,log_euclidean_gaussian_ar,310.0,0.01,0.16732762739652707,3.700423625418792,0.01719002120767057,,,
3,256,310,353,5,337,342,persistence,,,0.19561700063726062,5.012451913840769,0.0033526821358655264,,,
3,256,310,353,5,337,342,raw_var_window_ar,72.0,10.0,0.5197221410791454,31.23207102716765,9.999999999994658e-09,,,
3,256,310,353,5,338,343,cholesky_gaussian_ar,310.0,0.01,0.254788998197859,6.072505836231196,0.011903568249960682,,,
3,256,310,353,5,338,343,euclidean_gaussian_ar,310.0,0.1,0.23631102927197706,7.5944786521116505,0.04928889850343842,,,
3,256,310,353,5,338,343,fixed_bwar,310.0,0.01,0.27251672203107186,6.66250872621878,0.05538414256240292,,,
3,256,310,353,5,338,343,local_bwar,24.0,0.1,0.17386029611809947,3.7879450138895585,0.026918075504484603,1.4745258822738806e-10,1.0,0.0
3,256,310,353,5,338,343,log_euclidean_gaussian_ar,310.0,0.01,0.26476191649690006,5.0849439010488195,0.02456533171747927,,,
3,256,310,353,5,338,343,persistence,,,0.15154878318662868,4.074283608082344,0.004262698654498896,,,
3,256,310,353,5,338,343,raw_var_window_ar,72.0,10.0,0.5666904159507635,33.95615807322115,9.999999999998771e-09,,,
3,256,310,353,5,339,344,cholesky_gaussian_ar,310.0,0.01,0.2688744872001541,6.0029769420702905,0.02166892782282792,,,
3,256,310,353,5,339,344,euclidean_gaussian_ar,310.0,0.1,0.25095039446810763,9.161474693381223,0.11935029663296863,,,
3,256,310,353,5,339,344,fixed_bwar,310.0,0.01,0.26360956715101785,6.374303191288016,0.062369253496812146,,,
3,256,310,353,5,339,344,local_bwar,24.0,0.1,0.16669544561449004,3.587873930324401,0.02623809015871294,1.5551915513462083e-10,1.0,0.0
3,256,310,353,5,339,344,log_euclidean_gaussian_ar,310.0,0.01,0.2169621932652282,3.9363439684325545,0.016181492720230232,,,
